,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2018-09-19,0.48128862384469434,0.9730727986846524,0.7779674120832692,1.0023563117559524,1.0,1.0
2018-09-20,0.48036686815254137,0.9709641653755027,0.7779674120832692,1.0002378340095366,1.0,1.0
2018-09-21,0.48614740603392353,0.982555589524209,0.7779674120832692,1.0127253268038492,1.0,1.0
2018-09-25,0.4845158788761145,0.9826727196590828,0.7779674120832692,1.0097955909516667,1.0,1.0
2018-09-26,0.48592115102200223,0.9869298303315316,0.7779674120832692,1.0143285509743845,1.0,1.0
2018-09-27,0.4777420577781365,0.9716484164550144,0.7779674120832692,0.9961376606271523,1.0,1.0
2018-09-28,0.4809088794152066,0.9809437513259045,0.7779674120832692,1.0057376722504623,1.0,1.0
2018-10-08,0.46495514534331284,0.9500982007818963,0.7532024570155222,0.9733317007414782,1.0,1.0
2018-10-09,0.4649831578548235,0.9540191788127671,0.7532024570155222,0.9775077735623513,1.0,1.0
2018-10-10,0.4653683860021219,0.9577666069440164,0.7532024570155222,0.9815749259710945,1.0,1.0
2018-10-11,0.43091307787024524,0.8877492591263606,0.6977721926001397,0.911358308810957,1.0,1.0
2018-10-12,0.4241786830696077,0.8787693608946597,0.6948343636541866,0.907185390859678,1.0,1.0
2018-10-15,0.4153382216461324,0.8665047646170181,0.6868176756560189,0.9003299512340944,0.9940637017001546,1.014905063551487
2018-10-16,0.40351507886507354,0.8491536297082406,0.6758146396022172,0.8870156566969296,0.9803228574346876,1.029766724097403
2018-10-17,0.40313770213049893,0.8586090426948637,0.6841075684947012,0.8981771092868329,0.9904004130219733,1.0413156163061819
2018-10-18,0.3844823028478176,0.8329705226786408,0.6652526189765009,0.8750430457161944,0.9686483093612137,1.0666326673688031
2018-10-19,0.3897346882022422,0.8512084822538771,0.6804369252516881,0.8951856594275995,0.9875689454381275,1.0728960419108706
2018-10-22,0.40934786734908285,0.8932122018559744,0.7142905401851217,0.938462078527527,1.0288569773860001,1.0637585171376442
2018-10-23,0.40426571219285035,0.8819816952233707,0.7056388127377903,0.928685565258107,1.017208282584069,1.064921493364356
2018-10-24,0.4038447660281883,0.8839104868179489,0.7069526730049518,0.9316792350525234,1.0197500850529417,1.068691383054907
2018-10-25,0.40140313696702135,0.8801727793255927,0.7019174355671716,0.9254305761685487,1.0145178686583953,1.069669319399521
2018-10-26,0.40162667093655596,0.8845147613518647,0.7066578195239607,0.9316201540904222,1.0214019250011352,1.07633192935183
2018-10-29,0.39325451939691547,0.8731369368635731,0.698708007935191,0.9224794907616223,1.0110185221891619,1.0878269090684234
2018-10-30,0.3968989545159305,0.8860689813657945,0.7074460765204204,0.9341541274900376,1.0223032211715193,1.0898876268346043
2018-10-31,0.40273086773491634,0.9003010905363587,0.7178562433304349,0.9496614310407192,1.0356743019755343,1.0881281897855366
2018-11-01,0.4042785613006839,0.9069736423120818,0.7216907891657786,0.9538968372295052,1.0410712749360895,1.0896168302100724
2018-11-02,0.41535137441980546,0.9323100996102711,0.7428461963814569,0.9795600260586997,1.0640272238889668,1.0837996341603977
2018-11-05,0.4208479731411749,0.9406614645697559,0.7482383260759508,0.9855263281934933,1.0696931982834204,1.0752283138936982
2018-11-06,0.4199022281509125,0.9393851265917709,0.745818040652899,0.9819786397997748,1.0685438057466192,1.0764892663144465
2018-11-07,0.41935627727247393,0.9377882689022586,0.7435893017357929,0.9793622091821268,1.0669722558838346,1.0763056667125197
